time_s,emg_raw_mV
1.469,-0.020284
1.470,0.001314
1.471,0.012573
1.472,-0.001924
1.473,-0.029552
1.474,-0.005142
1.475,-0.004954
1.476,0.022299
1.477,-0.019913
1.478,-0.006451
1.479,0.019543
1.480,0.005400
1.481,0.007687
1.482,0.003138
1.483,0.006386
1.484,0.012184
1.485,-0.006714
1.486,0.013390
1.487,-0.014049
1.488,0.005704
1.489,0.003072
1.490,-0.007396
1.491,-0.001199
1.492,-0.009234
1.493,-0.015287
1.494,-0.007097
1.495,-0.016248
1.496,0.001020
1.497,-0.016228
1.498,0.006780
1.499,-0.015105
1.500,-0.006796
1.501,-0.006568
1.502,0.017665
1.503,0.006391
1.504,0.000312
1.505,0.008985
1.506,-0.022433
1.507,0.001909
1.508,0.025734
1.509,0.002515
1.510,0.000815
1.511,0.005650
1.512,0.008984
1.513,-0.026397
1.514,-0.023041
1.515,-0.000477
1.516,-0.011432
1.517,0.013317
1.518,-0.005545
1.519,-0.024141
1.520,-0.015216
1.521,-0.032069
1.522,-0.001046
1.523,0.000166
1.524,-0.002240
1.525,0.015947
1.526,0.017235
1.527,0.000382
1.528,-0.023853
1.529,0.008334
1.530,0.006664
1.531,0.002786
1.532,0.010014
1.533,-0.016405
1.534,0.021252
1.535,-0.014513
1.536,0.006138
1.537,-0.022675
1.538,-0.012927
1.539,0.017269
1.540,-0.003131
1.541,0.011006
1.542,0.004607
1.543,0.001168
1.544,0.019219
1.545,0.000160
1.546,-0.018516
1.547,-0.007212
1.548,0.008378
1.549,0.005673
1.550,-0.018805
1.551,-0.009619
1.552,-0.008744
1.553,-0.006813
1.554,-0.019364
1.555,-0.010540
1.556,-0.011596
1.557,0.006831
1.558,0.007946
1.559,-0.002677
1.560,-0.004704
1.561,0.002606
1.562,-0.008036
1.563,-0.011335
1.564,-0.008429
1.565,-0.004618
1.566,-0.011109
1.567,0.004372
1.568,0.010520
1.569,-0.018118
1.570,0.000302
1.571,-0.003566
1.572,0.002335
1.573,-0.002582
1.574,-0.020296
1.575,-0.018149
1.576,-0.002500
1.577,0.009918
1.578,-0.028334
1.579,0.003222
1.580,0.014275
1.581,-0.000909
1.582,0.008366
1.583,-0.006010
1.584,0.001421
1.585,-0.016451
1.586,-0.025279
1.587,0.013740
1.588,-0.010057
1.589,-0.004539
1.590,-0.016637
1.591,-0.017847
1.592,-0.003849
1.593,-0.011182
1.594,0.001682
1.595,0.002430
1.596,0.000997
1.597,0.000436
1.598,0.017170
1.599,-0.013738
1.600,-0.000659
1.601,0.014519
1.602,0.016938
1.603,-0.014634
1.604,-0.000895
1.605,0.019297
1.606,0.008950
1.607,0.004770
1.608,-0.000849
1.609,-0.003679
1.610,0.003459
1.611,-0.003956
1.612,-0.002274
1.613,-0.001484
1.614,-0.010990
1.615,0.003386
1.616,0.032118
1.617,-0.023751
1.618,0.002125
1.619,-0.010049
1.620,0.006929
1.621,0.001486
1.622,0.010906
1.623,0.016533
1.624,0.005162
1.625,0.016585
1.626,-0.025278
1.627,0.021512
1.628,0.006264
1.629,0.013861
1.630,-0.014639
1.631,-0.010896
1.632,-0.000012
1.633,-0.002632
1.634,0.000544
1.635,0.010014
1.636,-0.024036
1.637,0.009259
1.638,-0.001664
1.639,-0.003372
1.640,-0.017653
1.641,0.006964
1.642,-0.027206
1.643,0.010208
1.644,-0.015052
1.645,0.003641
1.646,0.001423
1.647,0.016462
1.648,-0.000381
1.649,-0.007403
1.650,-0.006079
1.651,0.014348
1.652,0.004672
1.653,-0.007055
1.654,-0.005691
1.655,-0.021806
1.656,0.001809
1.657,-0.023545
1.658,0.007258
1.659,0.000616
1.660,0.028643
1.661,-0.012275
1.662,0.000531
1.663,0.024007
1.664,0.017150
1.665,-0.005355
1.666,0.005541
1.667,0.002451
1.668,0.005147
1.669,-0.007457
1.670,-0.001072
1.671,-0.020104
1.672,-0.000142
1.673,0.002973
1.674,-0.005582
1.675,-0.022381
1.676,0.009009
1.677,0.001947
1.678,-0.010476
1.679,-0.004294
1.680,-0.018008
1.681,-0.011378
1.682,-0.004690
1.683,0.017168
1.684,-0.004821
1.685,0.010683
1.686,-0.003607
1.687,0.005402
1.688,0.000067
1.689,0.011404
1.690,-0.006418
1.691,-0.019797
1.692,-0.018347
1.693,-0.008810
1.694,-0.017842
1.695,0.001923
1.696,-0.008442
1.697,0.026068
1.698,-0.022616
1.699,0.001517
1.700,-0.013535
1.701,-0.004994
1.702,0.003460
1.703,-0.025477
1.704,0.005695
1.705,0.025835
1.706,-0.002588
1.707,0.005545
1.708,0.014062
1.709,-0.001040
1.710,-0.006972
1.711,-0.028236
1.712,0.005929
1.713,-0.003785
1.714,-0.015005
1.715,-0.001481
1.716,-0.009857
1.717,-0.008768
1.718,0.005512
1.719,-0.016988
1.720,0.012568
1.721,-0.015845
1.722,-0.006189
1.723,0.025502
1.724,0.016381
1.725,0.004171
1.726,-0.008433
1.727,-0.003924
1.728,0.002643
1.729,0.001377
1.730,-0.001090
1.731,-0.001297
1.732,-0.004336
1.733,-0.019731
1.734,-0.009051
1.735,0.007975
1.736,-0.019273
1.737,-0.004702
1.738,-0.011600
1.739,0.000409
1.740,-0.004664
1.741,0.018656
1.742,0.007842
1.743,-0.013315
1.744,0.010908
1.745,-0.006296
1.746,-0.004071
1.747,0.006193
1.748,-0.004138
1.749,0.011641
1.750,-0.009294
1.751,-0.008354
1.752,-0.009640
1.753,-0.009215
1.754,0.010337
1.755,0.004546
1.756,0.017666
1.757,0.024785
1.758,-0.014132
1.759,-0.000082
1.760,-0.014114
1.761,-0.008404
1.762,-0.005798
1.763,-0.010259
1.764,-0.009769
1.765,0.001269
1.766,-0.011747
1.767,0.012533
1.768,-0.009250
1.769,0.034642
1.770,-0.005417
1.771,-0.000063
1.772,-0.017307
1.773,0.018046
1.774,0.010581
1.775,0.000563
1.776,-0.019015
1.777,0.000101
1.778,-0.015221
1.779,0.016621
1.780,0.009710
1.781,0.002072
1.782,-0.027473
1.783,-0.009374
1.784,0.011106
1.785,0.017555
1.786,0.016163
1.787,-0.016677
1.788,0.005382
1.789,0.013113
1.790,-0.019900
1.791,-0.001022
1.792,0.001523
1.793,-0.006036
1.794,-0.025079
1.795,-0.006908
1.796,-0.006781
1.797,-0.004204
1.798,-0.008525
1.799,-0.006243
1.800,-0.000476
1.801,0.006506
1.802,-0.001310
1.803,-0.001776
1.804,0.004639
1.805,-0.019462
1.806,0.009106
1.807,0.002950
1.808,0.002789
1.809,0.012855
1.810,-0.023617
1.811,-0.025863
1.812,-0.000860
1.813,-0.005359
1.814,-0.002994
1.815,-0.009276
1.816,0.005468
1.817,0.008483
1.818,0.001216
1.819,-0.009236
1.820,-0.028897
1.821,0.014055
1.822,0.030691
1.823,0.030282
1.824,0.007453
1.825,0.010924
1.826,-0.004685
1.827,-0.006764
1.828,-0.034120
1.829,-0.015366
1.830,0.008319
1.831,0.006341
1.832,-0.008643
1.833,0.004995
1.834,0.003062
1.835,-0.002832
1.836,0.003310
1.837,0.005241
1.838,0.033205
1.839,0.006747
1.840,0.006285
1.841,0.007664
1.842,0.017635
1.843,-0.005784
1.844,-0.003430
1.845,-0.028936
1.846,-0.034547
1.847,-0.069872
1.848,-0.050408
1.849,0.003025
1.850,0.028146
1.851,0.046807
1.852,0.010958
1.853,-0.018911
1.854,-0.041577
1.855,-0.039803
1.856,0.005905
1.857,0.054936
1.858,0.053680
1.859,0.010828
1.860,0.007790
1.861,-0.024224
1.862,0.015189
1.863,0.025491
1.864,0.019861
1.865,0.005468
1.866,-0.017203
1.867,-0.014736
1.868,-0.017170
1.869,0.012489
1.870,0.038144
1.871,0.020729
1.872,0.002182
1.873,-0.026273
1.874,-0.035040
1.875,-0.039972
1.876,0.000619
1.877,0.017335
1.878,0.006271
1.879,-0.039699
1.880,-0.011372
1.881,0.011420
1.882,0.008536
1.883,0.025198
1.884,-0.005962
1.885,0.008165
1.886,-0.013875
1.887,0.007868
1.888,-0.003795
1.889,0.018873
1.890,0.007955
1.891,-0.029136
1.892,-0.031093
1.893,-0.025017
1.894,0.012692
1.895,0.001820
1.896,-0.041016
1.897,-0.055164
1.898,-0.086090
1.899,-0.079947
1.900,-0.032893
1.901,0.029274
1.902,0.043302
1.903,0.024755
1.904,0.008797
1.905,-0.029664
1.906,-0.007717
1.907,0.025784
1.908,0.057094
1.909,0.091870
1.910,0.079298
1.911,0.082739
1.912,0.063740
1.913,-0.006581
1.914,0.006898
1.915,-0.073071
1.916,-0.053293
1.917,-0.025706
1.918,-0.029847
1.919,-0.035246
1.920,-0.021439
1.921,0.020832
1.922,0.003829
1.923,0.042507
1.924,0.003837
1.925,-0.047540
1.926,-0.065592
1.927,-0.072008
1.928,-0.036073
1.929,-0.022156
1.930,-0.032385
1.931,0.013271
1.932,0.041104
1.933,0.080723
1.934,0.027088
1.935,0.017546
1.936,-0.037992
1.937,-0.060746
1.938,-0.054219
1.939,-0.074410
1.940,-0.120534
1.941,-0.132126
1.942,-0.125857
1.943,-0.062197
1.944,0.050605
1.945,0.094365
1.946,0.117099
1.947,0.093460
1.948,0.078965
1.949,0.127148
1.950,0.129895
1.951,0.132320
1.952,0.061537
1.953,0.001629
1.954,-0.045693
1.955,-0.078815
1.956,-0.051045
1.957,-0.085225
1.958,-0.109790
1.959,-0.148328
1.960,-0.133484
1.961,-0.086231
1.962,-0.005137
1.963,0.046790
1.964,0.045800
1.965,0.035762
1.966,0.016908
1.967,0.030774
1.968,0.065484
1.969,0.101894
1.970,0.068153
1.971,0.012750
1.972,-0.037491
1.973,-0.048168
1.974,-0.082423
1.975,-0.028415
1.976,-0.015665
1.977,0.054045
1.978,0.095395
1.979,0.075914
1.980,0.033899
1.981,-0.032970
1.982,-0.079809
1.983,-0.104469
1.984,-0.086929
1.985,-0.030558
1.986,0.013390
1.987,0.000726
1.988,-0.031840
1.989,-0.066801
1.990,-0.039596
1.991,0.006496
1.992,0.063117
1.993,0.118151
1.994,0.118494
1.995,0.098118
1.996,0.059899
1.997,0.027431
1.998,0.004668
1.999,0.015322
2.000,-0.045487
2.001,-0.062011
2.002,-0.030643
2.003,0.002168
2.004,-0.003259
2.005,0.001474
2.006,-0.058371
2.007,-0.098088
2.008,-0.066215
2.009,-0.055514
2.010,-0.070704
2.011,-0.037490
2.012,-0.046456
2.013,-0.026777
2.014,0.038537
2.015,0.061447
2.016,0.068752
2.017,0.039602
2.018,0.027304
2.019,0.017408
2.020,0.020064
2.021,0.018941
2.022,0.037385
2.023,0.057014
2.024,0.080386
2.025,0.104165
2.026,0.108349
2.027,0.012163
2.028,-0.001514
2.029,-0.006669
2.030,0.053549
2.031,0.050418
2.032,0.023591
2.033,-0.069901
2.034,-0.127520
2.035,-0.127289
2.036,-0.103611
2.037,-0.045454
2.038,-0.056847
2.039,-0.053917
2.040,-0.060981
2.041,-0.063721
2.042,-0.032803
2.043,-0.043446
2.044,-0.032541
2.045,-0.015919
2.046,0.010308
2.047,0.011937
2.048,0.015749
2.049,0.025414
2.050,0.089302
2.051,0.102942
2.052,0.134583
2.053,0.111554
2.054,0.018695
2.055,-0.013962
2.056,-0.011011
2.057,0.016225
2.058,0.052755
2.059,0.021211
2.060,-0.036329
2.061,-0.029119
2.062,-0.020895
2.063,0.043545
2.064,0.074909
2.065,0.045735
2.066,-0.024953
2.067,-0.106002
2.068,-0.098087
2.069,-0.044186
2.070,0.022090
2.071,0.035909
2.072,0.009314
2.073,-0.012703
2.074,-0.051102
2.075,-0.097093
2.076,-0.093139
2.077,-0.077843
2.078,-0.062375
2.079,0.012294
2.080,0.083807
2.081,0.114087
2.082,0.092517
2.083,0.075768
2.084,0.038527
2.085,-0.003831
2.086,-0.025914
2.087,-0.020665
2.088,-0.024000
2.089,-0.044977
2.090,-0.093165
2.091,-0.096705
2.092,-0.056813
2.093,0.017316
2.094,0.040622
2.095,0.027784
2.096,-0.013533
2.097,-0.050500
2.098,-0.039689
2.099,0.037668
2.100,0.043077
2.101,0.018388
2.102,0.021499
2.103,0.034771
2.104,0.025054
2.105,0.031234
2.106,0.063958
2.107,0.036922
2.108,0.033792
2.109,0.043617
2.110,0.058320
2.111,0.076377
2.112,0.076427
2.113,0.030698
2.114,-0.016268
2.115,-0.062047
2.116,-0.071704
2.117,-0.067813
2.118,-0.054705
2.119,-0.035051
2.120,-0.030775
2.121,-0.034939
2.122,-0.035044
2.123,0.001195
2.124,0.024513
2.125,0.021856
2.126,0.005131
2.127,-0.074555
2.128,-0.079273
2.129,-0.049361
2.130,-0.026620
2.131,0.018466
2.132,-0.014813
2.133,-0.007360
2.134,-0.006243
2.135,0.030259
2.136,0.075722
2.137,0.111275
2.138,0.101812
2.139,0.069969
2.140,-0.008692
2.141,-0.058454
2.142,-0.035427
2.143,-0.048282
2.144,-0.028880
2.145,0.014970
2.146,0.051951
2.147,0.087280
2.148,0.045318
2.149,0.004554
2.150,-0.026248
2.151,-0.001960
2.152,0.028031
2.153,0.074553
2.154,0.107217
2.155,0.084922
2.156,0.022859
2.157,-0.056777
2.158,-0.087992
2.159,-0.124483
2.160,-0.112994
2.161,-0.091021
2.162,-0.028975
2.163,-0.002279
2.164,0.020906
2.165,0.031350
2.166,0.036233
2.167,-0.029880
2.168,-0.016719
2.169,-0.013736
2.170,-0.034108
2.171,-0.063100
2.172,-0.050663
2.173,-0.009066
2.174,0.081587
2.175,0.115841
2.176,0.101380
2.177,0.050504
2.178,0.009221
2.179,-0.019489
2.180,0.009568
2.181,-0.009882
2.182,-0.028060
2.183,-0.002661
2.184,0.007108
2.185,0.035963
2.186,0.018776
2.187,-0.022830
2.188,-0.036257
2.189,-0.082075
2.190,-0.081991
2.191,-0.080908
2.192,-0.048942
2.193,-0.003904
2.194,0.016451
2.195,-0.016071
2.196,-0.026339
2.197,-0.043226
2.198,-0.016150
2.199,0.054188
2.200,0.131079
2.201,0.146473
2.202,0.089343
2.203,0.017098
2.204,-0.005814
2.205,0.017396
2.206,0.075959
2.207,0.103456
2.208,0.060903
2.209,-0.016841
2.210,-0.036382
2.211,-0.027547
2.212,-0.012784
2.213,-0.030713
2.214,-0.119228
2.215,-0.156802
2.216,-0.157150
2.217,-0.109459
2.218,-0.047305
2.219,0.001624
2.220,0.056966
2.221,0.058152
2.222,0.054422
2.223,0.007823
2.224,-0.040813
2.225,-0.057644
2.226,-0.059837
2.227,-0.018699
2.228,0.055944
2.229,0.070555
2.230,0.061125
2.231,-0.012389
2.232,-0.062417
2.233,-0.014818
2.234,0.033755
2.235,0.125990
2.236,0.189408
2.237,0.182538
2.238,0.134129
2.239,0.095954
2.240,0.062031
2.241,-0.034003
2.242,-0.124455
2.243,-0.156090
2.244,-0.161255
2.245,-0.111844
2.246,-0.035936
2.247,0.032507
2.248,0.035860
2.249,-0.010342
2.250,-0.111209
2.251,-0.141470
2.252,-0.119843
2.253,-0.099450
2.254,0.014027
2.255,0.041175
2.256,0.069530
2.257,0.035884
2.258,0.002826
2.259,-0.014264
2.260,-0.012818
2.261,0.059078
2.262,0.089854
2.263,0.052569
2.264,0.002853
2.265,-0.024084
2.266,0.001580
2.267,0.063097
2.268,0.106906
2.269,0.128758
2.270,0.073400
2.271,-0.048588
2.272,-0.112813
2.273,-0.129190
2.274,-0.087881
2.275,-0.046833
2.276,0.023072
2.277,0.049137
2.278,-0.028550
2.279,-0.080059
2.280,-0.033573
2.281,-0.017236
2.282,0.008655
2.283,-0.023549
2.284,-0.051994
2.285,-0.051090
2.286,0.001078
2.287,0.090545
2.288,0.129463
2.289,0.110377
2.290,0.100659
2.291,0.051902
2.292,0.004586
2.293,-0.035551
2.294,-0.013617
2.295,-0.003531
2.296,0.032425
2.297,0.011034
2.298,0.028090
2.299,0.027237
2.300,0.000744
2.301,-0.031132
2.302,-0.056778
2.303,-0.002974
2.304,0.032698
2.305,0.010041
2.306,-0.018725
2.307,-0.105709
2.308,-0.103521
2.309,-0.055070
2.310,0.051241
2.311,0.115215
2.312,0.124629
2.313,0.043493
2.314,-0.023877
2.315,-0.059916
2.316,-0.067225
2.317,-0.067393
2.318,-0.097356
2.319,-0.199737
2.320,-0.211841
2.321,-0.115360
2.322,0.052287
2.323,0.196005
2.324,0.219562
2.325,0.179122
2.326,0.006161
2.327,-0.053033
2.328,-0.069514
2.329,0.025505
2.330,0.096622
2.331,0.127387
2.332,0.134167
2.333,0.111180
2.334,0.111541
2.335,0.121776
2.336,0.103124
2.337,-0.032957
2.338,-0.146483
2.339,-0.192483
2.340,-0.133204
2.341,-0.056717
2.342,-0.014690
2.343,0.001476
2.344,-0.037153
2.345,-0.091716
2.346,-0.053834
2.347,0.022173
2.348,0.130720
2.349,0.142388
2.350,0.078907
2.351,-0.026003
2.352,-0.108890
2.353,-0.111431
2.354,-0.085680
2.355,-0.059155
2.356,-0.025496
2.357,-0.041546
2.358,-0.047915
2.359,-0.042343
2.360,-0.017236
2.361,-0.002504
2.362,0.053215
2.363,0.084725
2.364,0.092401
2.365,0.053021
2.366,0.060828
2.367,0.109377
2.368,0.180919
2.369,0.221721
2.370,0.134837
2.371,0.034672
2.372,-0.052108
2.373,-0.064441
2.374,-0.092933
2.375,-0.141586
2.376,-0.152720
2.377,-0.193693
2.378,-0.156178
2.379,-0.090049
2.380,-0.032354
2.381,0.009633
2.382,0.000483
2.383,0.049694
2.384,0.114968
2.385,0.126101
2.386,0.084101
2.387,0.033210
2.388,-0.041348
2.389,-0.092599
2.390,-0.103932
2.391,-0.041869
2.392,-0.052677
2.393,-0.024100
2.394,-0.022503
2.395,0.013979
2.396,0.069357
2.397,0.098821
2.398,0.089017
2.399,0.078751
2.400,0.039036
2.401,0.050655
2.402,0.077046
2.403,0.120335
2.404,0.126905
2.405,0.027364
2.406,-0.102569
2.407,-0.217559
2.408,-0.222456
2.409,-0.078992
2.410,0.039294
2.411,0.108642
2.412,0.017803
2.413,-0.067832
2.414,-0.100720
2.415,-0.109134
2.416,-0.112007
2.417,-0.089156
2.418,-0.063841
2.419,-0.078656
2.420,-0.023900
2.421,0.055834
2.422,0.108822
2.423,0.063795
2.424,0.017623
2.425,-0.012233
2.426,-0.010109
2.427,-0.025715
2.428,0.014949
2.429,0.094125
2.430,0.130873
2.431,0.215374
2.432,0.162152
2.433,0.056399
2.434,-0.083402
2.435,-0.149376
2.436,-0.103933
2.437,-0.000573
2.438,0.061149
2.439,0.037381
2.440,-0.009919
2.441,-0.055135
2.442,-0.100014
2.443,-0.064560
2.444,0.001145
2.445,0.122919
2.446,0.174219
2.447,0.184156
2.448,0.106449
2.449,-0.047113
2.450,-0.194083
2.451,-0.236594
2.452,-0.180259
2.453,-0.102908
2.454,-0.004026
2.455,0.054664
2.456,0.055894
2.457,-0.016876
2.458,-0.077023
2.459,-0.073405
2.460,-0.018958
2.461,0.023830
2.462,0.042381
2.463,0.000279
2.464,-0.024034
2.465,-0.023945
2.466,0.019151
2.467,0.096919
2.468,0.125700
2.469,0.103672
2.470,0.036557
2.471,-0.023857
2.472,-0.018087
2.473,0.044954
2.474,0.084813
2.475,0.073085
2.476,-0.059544
2.477,-0.136251
2.478,-0.132078
2.479,-0.045909
2.480,0.073758
2.481,0.029984
2.482,-0.060899
2.483,-0.144383
2.484,-0.106103
2.485,0.031347
2.486,0.162570
2.487,0.204592
2.488,0.147894
2.489,0.028365
2.490,-0.054967
2.491,-0.135782
2.492,-0.136530
2.493,-0.111824
2.494,0.008375
2.495,0.124209
2.496,0.139112
2.497,0.074614
2.498,0.006605
2.499,-0.049027
2.500,-0.081728
2.501,-0.051519
2.502,0.020462
2.503,0.055079
2.504,0.043858
2.505,-0.031275
2.506,-0.091414
2.507,-0.115486
2.508,-0.058859
2.509,-0.006948
2.510,0.028236
2.511,0.060649
2.512,0.040512
2.513,0.065378
2.514,0.096172
2.515,0.120724
2.516,0.115856
2.517,0.053320
2.518,-0.080024
2.519,-0.202298
2.520,-0.185732
2.521,-0.070683
2.522,0.016891
2.523,0.052942
2.524,0.081110
2.525,0.029189
2.526,0.020270
2.527,0.062581
2.528,0.120024
2.529,0.074076
2.530,-0.000806
2.531,-0.102270
2.532,-0.116665
2.533,-0.024851
2.534,0.107241
2.535,0.206100
2.536,0.158205
2.537,0.035238
2.538,-0.063829
2.539,-0.133971
2.540,-0.141793
2.541,-0.121128
2.542,-0.111135
2.543,-0.078405
2.544,-0.052407
2.545,-0.009140
2.546,0.031250
2.547,0.072333
2.548,0.022040
2.549,0.042163
2.550,0.017790
2.551,0.045151
2.552,0.048518
2.553,0.028445
2.554,0.051317
2.555,0.035863
2.556,0.014810
2.557,0.052225
2.558,0.055938
2.559,0.042948
2.560,0.006489
2.561,-0.027886
2.562,-0.051008
2.563,-0.086874
2.564,-0.113434
2.565,-0.112071
2.566,-0.027836
2.567,0.043844
2.568,0.029115
2.569,0.005997
2.570,-0.032570
2.571,-0.065439
2.572,-0.018665
2.573,0.007936
2.574,0.014155
2.575,0.002268
2.576,-0.019727
2.577,0.005790
2.578,0.084607
2.579,0.127622
2.580,0.100692
2.581,0.084921
2.582,0.021947
2.583,-0.001222
2.584,-0.000727
2.585,0.009052
2.586,-0.012826
2.587,-0.011469
2.588,-0.017905
2.589,0.019677
2.590,0.039984
2.591,0.087831
2.592,0.041824
2.593,-0.006795
2.594,-0.086858
2.595,-0.106103
2.596,-0.074419
2.597,-0.050080
2.598,-0.035694
2.599,0.020693
2.600,-0.002686
2.601,0.007828
2.602,-0.013029
2.603,-0.001373
2.604,0.017129
2.605,-0.008908
2.606,-0.011972
2.607,0.004902
2.608,0.033555
2.609,0.022851
2.610,0.020633
2.611,0.029710
2.612,-0.030955
2.613,-0.075197
2.614,-0.108424
2.615,-0.058700
2.616,0.018753
2.617,0.091727
2.618,0.094532
2.619,0.106410
2.620,0.039799
2.621,0.003849
2.622,0.011180
2.623,-0.010392
2.624,-0.026382
2.625,-0.038931
2.626,-0.039147
2.627,-0.037875
2.628,-0.044378
2.629,-0.017582
2.630,-0.027157
2.631,-0.070684
2.632,-0.068489
2.633,-0.024909
2.634,0.068176
2.635,0.136039
2.636,0.133150
2.637,0.101192
2.638,0.064585
2.639,0.018572
2.640,0.018170
2.641,-0.003493
2.642,-0.029079
2.643,-0.028798
2.644,0.028717
2.645,0.054890
2.646,0.100774
2.647,0.036790
2.648,-0.060558
2.649,-0.157276
2.650,-0.249838
2.651,-0.197438
2.652,-0.029677
2.653,0.043673
2.654,0.059674
2.655,-0.009666
2.656,-0.055989
2.657,-0.069100
2.658,-0.010972
2.659,0.042652
2.660,0.030553
2.661,0.002796
2.662,-0.027412
2.663,-0.048755
2.664,-0.019100
2.665,0.011255
2.666,0.026425
2.667,0.059440
2.668,0.113690
2.669,0.159962
2.670,0.198656
2.671,0.178176
2.672,0.084100
2.673,0.014444
2.674,-0.054565
2.675,-0.076814
2.676,-0.070139
2.677,-0.077915
2.678,-0.084543
2.679,-0.018750
2.680,0.027128
2.681,0.005307
2.682,-0.040591
2.683,-0.139348
2.684,-0.178597
2.685,-0.106181
2.686,-0.027695
2.687,0.066774
2.688,0.087064
2.689,-0.011254
2.690,-0.067329
2.691,-0.075775
2.692,-0.011453
2.693,0.063057
2.694,0.133287
2.695,0.126145
2.696,0.093685
2.697,0.074194
2.698,0.074800
2.699,0.034195
2.700,-0.019453
2.701,-0.136279
2.702,-0.153591
2.703,-0.092386
2.704,0.014815
2.705,0.094828
2.706,0.080374
2.707,-0.062853
2.708,-0.109190
2.709,-0.093156
2.710,0.016180
2.711,0.115096
2.712,0.091192
2.713,-0.014070
2.714,-0.064613
2.715,-0.027855
2.716,0.055732
2.717,0.086026
2.718,0.035093
2.719,-0.084148
2.720,-0.119374
2.721,-0.099944
2.722,-0.107990
2.723,-0.050952
2.724,-0.003990
2.725,0.080468
2.726,0.143947
2.727,0.161312
2.728,0.120785
2.729,-0.016332
2.730,-0.093918
2.731,-0.117166
2.732,-0.045097
2.733,-0.006529
2.734,0.053934
2.735,0.069673
2.736,0.053833
2.737,0.051461
2.738,0.091030
2.739,0.090486
2.740,0.045237
2.741,-0.003894
2.742,-0.107750
2.743,-0.160568
2.744,-0.082569
2.745,0.021038
2.746,0.097176
2.747,0.071129
2.748,-0.003205
2.749,-0.073691
2.750,-0.113930
2.751,-0.112400
2.752,-0.089129
2.753,-0.015209
2.754,0.056425
2.755,0.074956
2.756,0.098523
2.757,0.037915
2.758,-0.050748
2.759,-0.129733
2.760,-0.167337
2.761,-0.117972
2.762,0.008163
2.763,0.128507
2.764,0.141425
2.765,0.081476
2.766,-0.026554
2.767,-0.037715
2.768,-0.029162
2.769,0.028326
2.770,0.067259
2.771,0.053320
2.772,0.013203
2.773,-0.000436
2.774,0.007867
2.775,0.063168
2.776,0.041721
2.777,0.017652
2.778,0.018899
2.779,-0.000071
2.780,0.021801
2.781,-0.032637
2.782,-0.049012
2.783,-0.035800
2.784,0.014639
2.785,0.088952
2.786,0.127737
2.787,0.094974
2.788,-0.000825
2.789,-0.096537
2.790,-0.123459
2.791,-0.118788
2.792,-0.052569
2.793,0.014413
2.794,0.037304
2.795,-0.016053
2.796,-0.058412
2.797,-0.049546
2.798,0.037212
2.799,0.106230
2.800,0.141385
2.801,0.107566
2.802,0.006229
2.803,-0.104322
2.804,-0.126809
2.805,-0.070718
2.806,0.023858
2.807,0.040114
2.808,0.084581
2.809,0.042010
2.810,0.009347
2.811,-0.025056
2.812,-0.057964
2.813,-0.101831
2.814,-0.148305
2.815,-0.185221
2.816,-0.166995
2.817,-0.052575
2.818,0.048964
2.819,0.118443
2.820,0.107451
2.821,0.108672
2.822,0.073554
2.823,0.009371
2.824,-0.013840
2.825,-0.033877
2.826,-0.009634
2.827,0.011352
2.828,0.013028
2.829,0.133941
2.830,0.168009
2.831,0.224625
2.832,0.180872
2.833,0.043161
2.834,-0.066187
2.835,-0.138162
2.836,-0.097224
2.837,-0.014754
2.838,0.041266
2.839,-0.030632
2.840,-0.159533
2.841,-0.231552
2.842,-0.200918
2.843,-0.050442
2.844,0.089962
2.845,0.140539
2.846,0.074269
2.847,-0.042508
2.848,-0.066183
2.849,0.019458
2.850,0.143516
2.851,0.229672
2.852,0.161422
2.853,-0.000531
2.854,-0.125791
2.855,-0.099232
2.856,-0.032851
2.857,0.060038
2.858,0.078060
2.859,0.015967
2.860,-0.081194
2.861,-0.121046
2.862,-0.147902
2.863,-0.070803
2.864,-0.083103
2.865,-0.059691
2.866,-0.015034
2.867,0.036902
2.868,0.072387
2.869,0.115099
2.870,0.077140
2.871,0.041185
2.872,-0.014780
2.873,-0.037601
2.874,0.014537
2.875,0.020889
2.876,0.037101
2.877,0.018075
2.878,-0.017185
2.879,-0.000033
2.880,0.046605
2.881,0.116135
2.882,0.136022
2.883,0.083789
2.884,-0.048113
2.885,-0.158608
2.886,-0.201771
2.887,-0.168163
2.888,-0.093861
2.889,-0.028671
2.890,-0.013752
2.891,-0.001913
2.892,-0.002895
2.893,0.004346
2.894,0.001644
2.895,-0.029812
2.896,-0.015449
2.897,0.011573
2.898,0.078248
2.899,0.164558
2.900,0.157624
2.901,0.101822
2.902,0.074662
2.903,0.035385
2.904,0.053994
2.905,0.064092
2.906,0.019740
2.907,-0.098244
2.908,-0.186083
2.909,-0.145995
2.910,-0.072099
2.911,0.022214
2.912,-0.015056
2.913,-0.115353
2.914,-0.143607
2.915,-0.111759
2.916,-0.024012
2.917,0.113306
2.918,0.196411
2.919,0.264940
2.920,0.195544
2.921,0.087364
2.922,-0.059336
2.923,-0.133667
2.924,-0.151970
2.925,-0.108611
2.926,-0.073762
2.927,-0.049031
2.928,-0.047196
2.929,-0.025473
2.930,-0.029976
2.931,-0.005431
2.932,0.014988
2.933,0.029372
2.934,0.006029
2.935,-0.031510
2.936,-0.021372
2.937,0.041414
2.938,0.058438
2.939,0.086416
